node_id,node_name,latitude,longitude,reeds_ba,voltage,load_participation_factor,bus_type,area,geometry,ReEDS_Region_UPDATE,nercr,transreg,subFERC,cendiv,st,interconnect,country,usda,aggreg,last_digits_node_id,id,FromBus,ToBus,Vn [kV],Length[km],Remarks,CKT,R [pu],X [pu],B [pu],Rate1[MVA],Rate2[MVA],Add [Y/N],Type,GeomCode,Conductor,Area,ReEDS_Region,Longitude,Latitude,last_digits_ToBus
10515224,MUSKOGE7_515224,35.76,-95.3,p51,345.0,0.0,PQ,524_EI,"POINT(35.76,-95.3)",p51,SPP,SPP,SPP_South,WSC,OK,eastern,USA,southern-plains,OK,515224,291,700040,515224,500345,0.0,New 500/345kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,515224
10657791,CENTER 3_657791,47.08,-101.2,p36,345.0,0.0,PQ,620_EI,"POINT(47.08,-101.2)",p36,SPP,SPP,SPP_North,WNC,ND,eastern,USA,northern-plains,ND_SPP,657791,732,700052,657791,500345,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,657791
10657791,CENTER 3_657791,47.08,-101.2,p36,345.0,0.0,PQ,620_EI,"POINT(47.08,-101.2)",p36,SPP,SPP,SPP_North,WNC,ND,eastern,USA,northern-plains,ND_SPP,657791,733,700052,657791,500345,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,657791
10640200,GR ISLD4_640200,40.91,-98.26,p40,230.0,0.0,PQ,640_EI,"POINT(40.91,-98.26)",p40,SPP,SPP,SPP_North,WNC,NE,eastern,USA,northern-plains,NE,640200,345,700025,640200,500345,0.0,New 500/345kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,640200
10640200,GR ISLD4_640200,40.91,-98.26,p40,230.0,0.0,PQ,640_EI,"POINT(40.91,-98.26)",p40,SPP,SPP,SPP_North,WNC,NE,eastern,USA,northern-plains,NE,640200,346,700025,640200,500345,0.0,New 500/345kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,640200
10232007,PINEY GR_232007,38.3,-75.5,p123,230.0,0.0,PQ,235_EI,"POINT(38.3,-75.5)",p123,PJM,PJM,PJM_East,SA,MD,eastern,USA,northeast,MD,232007,698,700044,232007,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,232007
10232007,PINEY GR_232007,38.3,-75.5,p123,230.0,0.0,PQ,235_EI,"POINT(38.3,-75.5)",p123,PJM,PJM,PJM_East,SA,MD,eastern,USA,northeast,MD,232007,699,700044,232007,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,232007
10699247,ARCADIAN 345_699247,43.01,-88.17,p79,345.0,0.0,PQ,295_EI,"POINT(43.01,-88.17)",p79,MISO,MISO,MISO_North,ENC,WI,eastern,USA,lake-states,WI,699247,713,700047,699247,500345,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,699247
10699247,ARCADIAN 345_699247,43.01,-88.17,p79,345.0,0.0,PQ,295_EI,"POINT(43.01,-88.17)",p79,MISO,MISO,MISO_North,ENC,WI,eastern,USA,lake-states,WI,699247,714,700047,699247,500345,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,699247
10232004,MILF_230_232004,38.88,-75.4,p125,230.0,0.0,PQ,235_EI,"POINT(38.88,-75.4)",p125,PJM,PJM,PJM_East,SA,DE,eastern,USA,northeast,DE,232004,690,700042,232004,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,232004
10232004,MILF_230_232004,38.88,-75.4,p125,230.0,0.0,PQ,235_EI,"POINT(38.88,-75.4)",p125,PJM,PJM,PJM_East,SA,DE,eastern,USA,northeast,DE,232004,691,700042,232004,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,232004
10508359,WELSH  7_508359,33.05538,-94.84028,p57,345.0,0.0,PQ,520_EI,"POINT(33.05538,-94.84028)",p57,SPP,SPP,SPP_South,WSC,TX,eastern,USA,southern-plains,TX_SPP_E,508359,263,700008,508359,500345,0.0,New 500/345kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,508359
10508359,WELSH  7_508359,33.05538,-94.84028,p57,345.0,0.0,PQ,520_EI,"POINT(33.05538,-94.84028)",p57,SPP,SPP,SPP_South,WSC,TX,eastern,USA,southern-plains,TX_SPP_E,508359,264,700008,508359,500345,0.0,New 500/345kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,508359
10300048,7STFRAN_300048,36.59,-90.18,p84,345.0,0.0,PQ,330_EI,"POINT(36.59,-90.18)",p84,MISO,MISO,MISO_Central,WNC,MO,eastern,USA,corn-belt,MO_MISO,300048,307,700017,300048,500345,0.0,New 500/345kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,300048
10300048,7STFRAN_300048,36.59,-90.18,p84,345.0,0.0,PQ,330_EI,"POINT(36.59,-90.18)",p84,MISO,MISO,MISO_Central,WNC,MO,eastern,USA,corn-belt,MO_MISO,300048,308,700017,300048,500345,0.0,New 500/345kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,300048
